website-url,category,products-link-href,products-name
https://sindabad.com/,Computer & IT,https://sindabad.com/a-data-su650-120gb-2-5-inch-sataiii-ssd-asu650ss-120gt-r.html,A DATA SU650 120GB 2.5 Inch SATAIII SSD #ASU650SS-120GT-R
https://sindabad.com/,Industrial Items,https://sindabad.com/bartek-machine-shuttle-driver-152682-201-brother.html,"Bartek Machine Shuttle Driver, 152682-201, Brother"
https://sindabad.com/,Personal Hygiene & Beauty,https://sindabad.com/savlon-hand-wash-ocean-blue-1-liter.html,"Savlon Handwash, Ocean Blue, 1 Liter"
https://sindabad.com/,Personal Hygiene & Beauty,https://sindabad.com/pampers-diaper-large-44-count.html,"Pampers Diaper Large, 44 Count"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/diamond-potato-alu.html,Diamond Potato (Alu)
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/onion-tcb-imported.html,"Onion (TCB Imported), 1 Kg"
https://sindabad.com/,Industrial Items,https://sindabad.com/ss-nut-bolt-with-washer-16mm-3.html,"SS Nut, Bolt with Washer, 16mm, 3 inches"
https://sindabad.com/,Industrial Items,https://sindabad.com/scotia-gum-tape-50-yard-2-inch.html,"Scotia Gum Tape, Yellowish, 50 Yard, 48mm"
https://sindabad.com/,Industrial Items,https://sindabad.com/air-pneumatic-pipe-12mm.html,"Air Pneumatic Pipe, 12mm"
https://sindabad.com/,Stationery & Office,https://sindabad.com/matador-hi-school-ballpen-black-pack-of-12.html,"Matador Hi-School Ballpen, Black (Pack of 12)"
https://sindabad.com/,Stationery & Office,https://sindabad.com/papertech-offset-paper-a4-80-gsm-pack-of-500-sheets-ream.html,"Papertech Offset Paper, A4, 80 GSM (Pack of 500 Sheets)"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/pure-chicken-curry-masala-20gm.html,"ACI Pure Chicken Curry Masala, 20gm"
https://sindabad.com/,Stationery & Office,https://sindabad.com/kangaro-stapler-pins-24-6-blue.html,"Kangaro Stapler Pins, 24/6, Blue"
https://sindabad.com/,Chemicals & Dyes,https://sindabad.com/basf-sodium-metabisulfite-na2s2o5-germany-25kg.html,"BASF Sodium metabisulfite, Na2S2O5, Germany, 25kg"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/fan-capacitor-all-size-3-5uf.html,"Fan Capacitor, 3.5UF"
https://sindabad.com/,Computer & IT,https://sindabad.com/logitech-bcc950-hd-1080p-camera-video-conference-webcam.html,Logitech BCC950 HD 1080p Camera Video Conference Webcam
https://sindabad.com/,Industrial Items,https://sindabad.com/door-closer-u-l-certified.html,"Door Closer, U/L Certified"
https://sindabad.com/,Industrial Items,https://sindabad.com/star-plastic-straw-rope-red.html,"Star Plastic Straw Rope, Red"
https://sindabad.com/,Computer & IT,https://sindabad.com/targus-amp30gl-wireless-usb-black-presenter-with-laser-pointer.html,Targus AMP30GL Wireless USB Black Presenter with Laser Pointer
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/bashundhara-toilet-tissue-regular-white.html,"Bashundhara Toilet Tissue, Regular White"
https://sindabad.com/,Computer & IT,https://sindabad.com/gp-4g-modem-zte-mf833t.html,"GP 4G MODEM, ZTE MF833T"
https://sindabad.com/,Personal Hygiene & Beauty,https://sindabad.com/dettol-soap-original-75gm.html,"Dettol Soap Original, 75gm"
https://sindabad.com/,Stationery & Office,https://sindabad.com/deli-0222-mini-stapler-machine.html,Deli 0222 Mini Stapler Machine
https://sindabad.com/,Mobile & Accessories,https://sindabad.com/maximus-d7-1gb-ram-8gb-rom-black.html,"Maximus D7, 1GB RAM, 8GB ROM, Black"
https://sindabad.com/,Electronics & Appliances,https://sindabad.com/canon-eos-250d-ef-s-18-55mm-f-4-5-6-is-stm-lens-black.html,"Canon EOS 250D, EF-S 18-55mm f/4-5.6 IS STM Lens, Black"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/blower-exhausted-fan-16-inches.html,"Blower Exhausted Fan, 16 inches"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/abb-auxiliary-contact-block-ca5x-22e.html,ABB Auxiliary Contact Block CA5X-22E
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/fuji-emergency-stop-switch.html,Fuji Emergency Stop Switch
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/aci-pure-chinigura-aromatic-rice-2-kg.html,"ACI Pure Chinigura Aromatic Rice, 2kg"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/abb-auxiliary-contact-block-ca5x-01.html,ABB Auxiliary Contact Block CA5X-01
https://sindabad.com/,Industrial Items,https://sindabad.com/mitsubishi-v-belt-b106-type-b-106-inch.html,"Mitsubishi V Belt, B Type, 106 Inch"
https://sindabad.com/,Stationery & Office,https://sindabad.com/apsara-eraser-non-dust.html,"Apsara Eraser, Non Dust"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/micronet-sp1162s-1-1port-wall-socket-rj45-cat-6-with-modular-mk-box.html,"Micronet SP1162S-1, 1Port Wall Socket, RJ45, Cat 6 with Modular & MK Box"
https://sindabad.com/,Industrial Items,https://sindabad.com/ms-pipe-erw-seamless-pipe-20-schedule-18-inches.html,"MS Pipe ERW Seamless Pipe 20 Schedule, 18 inches"
https://sindabad.com/,Electronics & Appliances,https://sindabad.com/walton-wcf-1d5-rxxx-xx-deep-freezer-146-liter.html,"Walton WCF-1D5-RRXX-XX Deep Freezer, 146 Liter"
https://sindabad.com/,Chemicals & Dyes,https://sindabad.com/polymer.html,Polymer
https://sindabad.com/,Industrial Items,https://sindabad.com/bullet-mounted-point-abrasives-aluminum-oxide-grinding-stone-small-6mm.html,"Bullet Mounted Point Abrasives Aluminum Oxide Grinding Stone Small, 6mm"
https://sindabad.com/,Chemicals & Dyes,https://sindabad.com/acer-travelmate-p446-m-53zl.html,"Acetone (CH3)2CO, Commercial Grade, 200 Litre"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/rupchanda-fortified-soybean-oil-pet-bottle-5-liter.html,"Rupchanda Fortified Soybean Oil, PET Bottle, 5 Liter"
https://sindabad.com/,Computer & IT,https://sindabad.com/ip-phone-grand-stream-gxp1610.html,"Grand stream IP Phone, GXP1610"
https://sindabad.com/,Computer & IT,https://sindabad.com/epson-eb-x41-3600-lumens-3lcd-multimedia-projector.html,Epson EB-X41 (3600 Lumens) 3LCD Multimedia Projector
https://sindabad.com/,Mobile & Accessories,https://sindabad.com/apple-iphone-11-4gb-ram-64gb-rom-black.html,"Apple iPhone 11, 4GB RAM, 64GB ROM, Black"
https://sindabad.com/,Industrial Items,https://sindabad.com/bosch-gbl-620-air-blower.html,Bosch GBL 620 Air Blower
https://sindabad.com/,Industrial Items,https://sindabad.com/amber-plywood-4-feetx8-feetx4mm.html,"Amber Plywood, 4 Feetx8 Feetx4mm"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/diamond-potato-alu-65kg-bag.html,"Diamond Potato (Alu), 65Kg Bag"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/teer-soybean-oil-5-liter.html,"TEER Advanced Soybean Oil, PET Bottle, 5 Liter"
https://sindabad.com/,Chemicals & Dyes,https://sindabad.com/bleaching-kci-naocl-nacl-h2o-50-kg.html,"Bleaching KCI, NaOCl + NaCl + H2O, 50 kg"
https://sindabad.com/,Computer & IT,https://sindabad.com/hp-core-i3-10th-gen-15-6-inch-fhd-laptop-with-windows-10-15s-du2061tu.html,"HP Core i3 10th Gen 15.6 Inch FHD Laptop with Windows 10, 15s-DU2061TU"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/delta-dlt-series-true-online-ups-20-kva.html,"Delta DLT Series True Online UPS , 20 KVA"
https://sindabad.com/,Computer & IT,https://sindabad.com/canon-cl-811-xl-genuine-color-cartridge.html,"Canon Genuine Color Cartridge, CL 811 XL"
https://sindabad.com/,Industrial Items,https://sindabad.com/amico-timming-belt-xpb-3550.html,Amico Timming Belt XPB-3550
https://sindabad.com/,Mobile & Accessories,https://sindabad.com/lenovo-tab-m8.html,Lenovo Tab M8
https://sindabad.com/,Industrial Items,https://sindabad.com/cas-digital-weighing-floor-scale-db-ii-460-150-kg.html,"CAS Digital Weighing Floor Scale DB-II-460, 150 kg"
https://sindabad.com/,Chemicals & Dyes,https://sindabad.com/talcum-industrial-powder-25-kg.html,"Talcum Industrial Powder, 25 kg"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/rupchanda-fortified-soyabean-oil-pet-bottle-2-liter.html,"Rupchanda Fortified Soyabean Oil, PET Bottle, 2 Liter"
https://sindabad.com/,Stationery & Office,https://sindabad.com/bili-a4-management-report-cover-file-any-color.html,"Bili A4 Management Report Cover File, (Chinese with clip) Any Color"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/tvs-ceiling-fan-24.html,"ADC Ceiling Fan, 56 inches"
https://sindabad.com/,Electronics & Appliances,https://sindabad.com/panasonic-hd-professional-camcorder-ag-ux90.html,"Panasonic HD Professional Camcorder, AG-UX90"
https://sindabad.com/,Industrial Items,https://sindabad.com/ibe-thermopaper-127-171.html,"IBE Thermopaper, 127-171, Pack of 50"
https://sindabad.com/,Stationery & Office,https://sindabad.com/paperone-offset-paper-a4-80-gsm-pack-of-500-sheets.html,"PaperOne All Purpose Offset Paper, A4, 80 GSM (Pack of 500 Sheets)"
https://sindabad.com/,Personal Hygiene & Beauty,https://sindabad.com/safety-goggle.html,Safety Goggle
https://sindabad.com/,Industrial Items,https://sindabad.com/door-gasket-rubber-round-7mm.html,"Door Gasket Rubber Round, 7mm"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/sq-bya-frls-cable-black-1x1-5-rm-7w.html,"SQ BYA FRLS Cable, Black, 1X1.5 rm, 7W"
https://sindabad.com/,Electronics & Appliances,https://sindabad.com/crompton-geyser-solarium-qube-25ltr.html,"Crompton Geyser, Solarium Qube, 25Ltr"
https://sindabad.com/,Computer & IT,https://sindabad.com/hp-201a-original-laserjet-toner-cartridge-magenta.html,"HP 201A Original LaserJet Toner Cartridge, Magenta"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/osaka-pvc-tape-black.html,"Osaka PVC Tape, Black"
https://sindabad.com/,Personal Hygiene & Beauty,https://sindabad.com/afk-fingertip-pulse-oximeter.html,AFK Fingertip Pulse Oximeter
https://sindabad.com/,Industrial Items,https://sindabad.com/double-needle-bobbin-aluminium.html,"Henxeng Double Needle Bobbin, Aluminium"
